Unique_ID,Category_ID,Review_Header,Review_text,Rating_ID,Own_Rating_ID 
150653,3,Things considered before buying...these problems will irritate you on daily besis,"Phone is ok... But there are lot of problems specially in network department.. i use airtel 4g but i bearly get any 4g network,,, it always switch to 3g automatically...internet speed suffers call quantity suffers...i use jio as well and it also faces same problem... Camera hardware is good but lacks clearity.. and i am not even comparing with copitation it is simply bad.... Build is bad.. Vibration callibration is worse.. Auto brightness is worse.. Sound via speakers are bad(low)... I don't think any of these problems could be fixed by ota update.... So think hard befor buying... I can't recommend it.......",134,534
143945,4,Nice,Nice,135,535
129755,4,Good,Good product,136,536
117159,2,Best phone,Best in the market,137,537
161742,2,Go for It....,Value for Money...Best mobile in this range..using from last 2 months...dint face any problem..,138,538
158213,5,Biggest battery back-up phone,"The phone really works great, The best thing about this phone is its battery backup which is enough for 2 days of heavy usage!! Pros: Battery backup Camera ( Problem during Low light) processor (superb) Ram User interface Build quality Cons: Low light camera No earphone Include This i got around 8999 and this is really value for money.",139,539
140681,2,good story,Its one of d best stories i have read I have learned 2 things 1. Follow your heart 2. No need to go all over the world when u have your treasure just within you,140,540
131442,5,quality of pages not good,"Got pirated copy as there was no hologram and quality of print and pages also bad, so returned it.",141,541
169807,2,good budget phone but above average performance.,"redmi 6A, budget smartphone, it is featured with decent camera and screen size, sound quality is good but speakers are at back side which sometimes interrupt your enjoyment while listening music without earphones, battery charges fast but drains also fast, may be it is due to its mediatek procerssor. overall for a light mobile user, it is a best option.",142,542
156689,3,Good,Thanks,143,543
143806,2,Nice,Nice,144,544
159584,2,Very good mobile under 15k,"This is a very good mobile under 15K. Both Selfi and rear AI Cameras are giving OSM pics. Sound is not high but it's having a decent sound quality. We can play 3D and high animated games without any lags in this mobile. Good Battery backup, lasting for more than 1.5 days.",145,545
113314,2,Five Stars,Ausam product.... Go for it....,146,546
153131,2,Good phone,Rear camera is average. Battery last full day. Under sunlight display little bit dull. Everything else is five star.selfie cam is pro,147,547
153098,1,The Mid range smartphone killer,Realme U1 is really an awesome product.This is a mid range phone in terms of performance.Lets have a look at its pros and cons Pros:- 1.Vivid display and water droplet notch. 2.Best screen to body ratio 3.MediaTek Helio P70 SoC performs lag free performance 4.The front 25-megapixel camera captures detailed selfies and rear camera is decent too. 5.Fludic face detection 6.Good audio quality 7.Value for money Cons:- 1.Color OS not so intutive and takes time getting used to even for experienced smartphone users 2.Battery performance 3500 mha though decent but 5000 mha has become segment norm. 3.Average low light camera performance 4.No 4k video recording and video stabilisation 5.Body and screen is fingerprint and smudge magnet Realme U1 is a really value for money product and I credit Amazon for providing me a nice deal on my purchase.I got 3270 for my nearly 18 months old Moto G5 plus and Amazon gave me additional discount of nearly 1600 inr on Amazons special sales day.I got 5156 INR as final cart value.Nearl 10 days have passed and I am satisfied with the overall performance of the phone considering the budget.,148,548
147123,1,This is amazing product,Normal use mai battery 3.5 hours nikal deti hai araam se or screen 120hz hone se clear vision milta hai Pubg or gta 5 run without any lag,149,549
122586,4,End 👌🏻👌🏻👌🏻👌🏻👌🏻😎,Excellent phone,150,550
145383,3,Nice phone,Nice phone,151,551
118439,4,Simply the Best Media Streamer,"Bought this at a great price during the prime day sale. Had the previous gen full hd fire stick which served me well on my previous smart TV. Bought this to check out the improvements and also to compare it with the native apps on WebOS on my TV. This literally blows away the native apps. Dolby vision, hdr10 works flawlessly. I had my doubts about the wifi since I'm pretty old school and always hardwire stuff. But the AC wifi on this works even better than the wired ethernet connection on my TV. The apps run great and super fast. Lastly and this is my opinion a huge huge win.. Plex. This stick actually plays 4K in plex without transcoding with absolutely no issues. That just sealed the deal for me. Granted you need a pretty beefy pc to do this and mine is, but even then the WebOS plex app used to glitch out every now and then. Tip : Keep the hdr on the stick to adaptive and tweak the dolby vision and hdr settings on your TV separately. Once you nail them right, there's no going back to native apps. Super Duper Impressed!!",152,552
145281,4,Nice performance,Nice performance but battery life is very poor,153,553
126976,1,Good,Good,154,554
154380,5,Awesome Camera Budget Phone,"Slow fingerprint reader, Front and Back Both Cameras Awesomes and Superb full day battery life after heavy use.",155,555
151570,3,Nice and elegant,Pretty decent phone for this price. It is reliable and lite weight with good quality. Everyone can buy this without any hesitation. You feel good. Stylish Look - 5/5 Camera Quality - 5/5 Battery Life - 4/5 Fingerprint Reader - 5/5,156,556
122786,2,Quality,Excellent product,157,557
126628,3,Must buy,Good,158,558
149004,4,Nice one,Only battery,159,559
115270,4,Very bad earphone. Money waste 😞. Dirty sound.,Bass is not good. Noise are more and more. After 20 minutes start pain in ear.,160,560
147369,2,Required Cashback for this product,"Not even completed 1 yr of this product and price reduced drastically. How you can decrease the price to such extend. I need compensation for that, amazon shall take necessary actions on it.",161,561
134841,4,Well worth it,"I got it for full price, but if you are ok to wait, look out for sale time. Definitely worth the price.",162,562
126458,2,Good,Good,163,563
131805,2,It's a real discount.,Great book nice delivery good quality and in market u will get it at the price of 169/-,164,564
130105,2,Value for good,Good product at best price,165,565
164612,4,New gen powerbank,Very stylish looking product with a sleek design.The battery backup is very good and a 18w fast charging is superb.Got it for 799 and satisfied,166,566
160325,2,Easy,This phone is complete package of low cost,167,567
124142,4,First class product & a very good and fast delivery.,"First of all I would like to say about the delivery which was too fast, I ordered it on 24/10/19 and got it on 25/10/19. Everything is good,camera quality and battery both are very nice good, but I haven't use the fingerprint sensor till now, so I can't tell anything about that. Anyway, I thanks to Amazon both for the fast delivery and for selling the original and a great product at an unexpecting low price (rupees 7999).",168,568
129580,1,Mobile review,Good product,169,569
148141,1,Ok,Ok,170,570
129311,3,Good one value for money,Good phone used from last 3 month no phones,171,571
135114,2,Extremely goo mobile with power packed specs.,"I have been searching through various websites and reviews to buy a mobile in these festive sale I found this in my budget.my priorities are camera and battery.This phone makes me happy in respect of both camera and battery. As an additional advantage performance is too good at this price. I cannot write in depth review about camera as I am novice user,but this phone produces good pictures and video is having image stabilisation",172,572
134994,3,Perfect alternative strap for my band,I had blue color strap but i like black color so went with this product and seriously this is amazing and perfect fit for my holyhigh band. Color looks so awesome with band. Must try if you don't have black strap.,173,573
121510,3,Connection problem,"Every time it shows connected, led light blinks. But can't play music, after disconnecting and reconnecting, 5-6 times, originally it get connected... But product quality is quite good considering the price segment. U can't expect sound quality like JBL or.... But sound is clear, loud ,fine up to 80% volume. Build quality is great....",174,574
117919,2,Superb phone,Best smartphone under this price,175,575
166745,5,Mind blowing,Wow...,176,576
140975,4,Buy it.you vl njoy,It’s worthy...M not at all disappointed,177,577
155971,5,Superb,Superb,178,578
115377,2,Battery sucks,Battery back initially was good but now it’s bad after few months,179,579
124475,4,Frequently gets hang.. Speaker is too bad..,Frequently gets hang.. Speaker is too bad..,180,580
120301,4,Default in mobile already use by other customer,Default in mobile already use by other customer,181,581
150578,3,Good.,Phone is great. Need better battery life.,182,582
169158,2,super phone,nice,183,583
134346,3,Battery and performance!,"I bought this phone because of it's battery life , but display and performance of the phone is also very good with 4gb ram. Little disappointed with built quality. Cheap plastic used fit and finishs are fine. Upper body vibrates while using primary speaker at full volume because of plastic body. Display may broke if mobile falls from hand in normal conditions because of battery size and its weight. I would suggest to buy hard case for better safety instead of flexible silicone cases. At this price its good deal.",184,584
144230,3,Very nice product,Nice,185,585
120883,3,Hanging,Don't buy,186,586
148401,2,Nice,Ok,187,587
151155,5,Very good mobile,Picture quality is very very nice,188,588
119647,3,Good,"Canara is good not excellent, battery life and finger print reader very good",189,589
146143,5,Nice product,Nice product by sanyo my recommendation for new purchase,190,590
158241,2,Bad customer care for purchasing iPhone on Amazon,The phone was not getting power on.. I have returned the product the next day of delivery... But they are not responding back still today Don't purchase iPhone on Amazon please...,191,591
134677,3,DAMN SLOW,"I dont know whether is it product defect or not , hearing positive review i purchased this phone on 20Feb . From Day1 (First Boot) itself the phone hangs , Camera takes it own time to open and forget PUBG on it . Has Anyone Issued Same Problem>",192,592
149226,4,Osmmm Product just loved it,"Osm product,, i just loved it noice cancelation is good but the sound quality is too good and the bass is osmm 🤩 Bluetooth connectivity is very fast,, Battery backup is also good and the product is beyond my expectations 🤗 I just loved itt",193,593
149246,4,Cool,Ossssm,194,594
170125,4,worst phone by mi. Buy mi A1 instead it was superb,the worst phone.. if anbody planning to buy this plz contact me i will give you in 5-6k. qki is phone ki asli aukaat yhi hai. mi a1 is phone ka baap tha. i also bought mi a1 that was awesome super phone from mi,195,595
170545,2,if you don't have an iphone you don't have an iphone,well nothing more to say. it's iphone bois...,196,596
114696,2,Very low price product,Awesome products and good rate in money. Offer in sell nice,197,597
147982,3,"Now 2 years for product, band working properly","Now 2 years for product, band working properly",198,598
169498,3,Average phone,okay but not value for money. Touch is so sensitive that it automatically dials or open apps.,199,599
165948,2,NO 1 PHONE,Worlds Non1 phone,301,701
123577,4,Best,Fast charging cable is the best,302,702
134618,1,Best Choice,"I don't have to describe because Everyone knows that iPhones are iPhones they are fabulous. The only thing I have to say that it's High stainless steel getting scratches very easily, So tale care of ur expensive iPhone.",303,703
142836,3,"Buy a better one guys, seriously.",Microphone not working in the first month itself.,304,704
156465,2,Supur,Supur,305,705
152417,2,Nice one,Pros: 1.Lovely display 2.Monster Battery 3.Handy design 4.Decent software 5.Always on display option Cons: 1.Slow camera while on focus 2.Below average picture clarity(Not an expected one) 3.Average built quality 4. No gorilla glass protection as informed (Better to buy tempered glass and back panel) Conclusion: Better performance for this price range. We can buy if we find some good deals :),306,706
142210,3,😜,Love this product,307,707
112161,3,JUST BUY DON'T HESITATE,Amazing at this price point,308,708
134645,4,Very bad phone MI A3,"I don't like this phone ,",309,709
156282,3,Cool,Superb product,310,710
149088,1,Getting hanged,"Only within a month of purchase, tv is geting hanged frequently. Got shut down with a cracking voice twice. Now my running around the customer care will start. Hope the oderal stops in only one visti of technician. Else it will be night mare for the warranty period and will have to again spen for another tv. Very disappointed.",311,711
112279,4,Good looking phone,Amazing looking phone but front camera is not that good...battery life is good,312,712
167781,3,Extremely happy,extremely happy with iphone 11,313,713
159848,2,Paisa vasool smartphone,"This is not a phone , it's a beast . Samsung calling it as monster, yes it's a monster -display quality is next to none in this price range ( none of the phones can come close to this ) , - Call quality ,signal reception is just great . - Earpiece is so loud and even at high volume you'll not find any distortion . -Battery life is stellar ( real monster) - Though it has 6k mah battery the weight distribution is great , it doesn't feel bulky . - One UI is so smooth it has plenty of features you can play around, you'll easily get used to the UI ( it's very simple & feature rich ) . - Camera under good lighting situations produces great pics , Dynamic range is good , colour saturation is great . -Low light/ artificial light camera is average. ( C+) - selfie camera under good lighting situations produces decent photos , struggle at low light. -Video stabilization is A+ just awesome - auto focus in video is a hit or miss - you can even play PUBG at high graphics with minimal frame drops , gaming also good If you want A+ display A+ battery life and low light camera is on your low priority then this is the phone for you. I'm in love with the phone ( low light camera is not the highest priority for me ) Watch the 1hour full review in YouTube Adithya Vlogs",314,714
133949,3,1 Month review,"I am using this phone since its launch. I would just say I LOVE THIS PHONE... Processor, RAM management, Camera, Battery, Display, etc. are all the best in class.",315,715
153693,2,A very good device at this price range from Samsung.,"Samsung M30s is a very good phone, Pros:- 1) Big battery 2) Sleek and premium design 3) Super Amoled display Cons:- 1) No Notification light. 2) Camera quality can be improved little bit. 3) Should give atleast 20-25W fast charging as battery is 6000mah despite it has 15w fast charging still it takes approx 2 hours 40 minutes from 0 to 100%. REST everything is nice will recommend can go for it for sure. Samsung design and one ui is also nice.",316,716
163635,5,Nice smart tv,"Very good quality for 4K, UHD. Its looking Nice",317,717
123238,2,Very nice 👌,Exlent,318,718
159563,5,A premium phone in this range.,"This is a premium phone in this range as its build quality is excellent. The interface is so much easier and handy. The battery is also very impressive as It can last upto a day and a half . The fingerprint scanner and the face detection is also quite impressive in this segment, the response time is less than a second. There is no lag while playing games ,the screen quality is very good. The light sensor is very responsive also the camera quality is nice and given that the wide camera lens makes it much more interesting. Talking about the front camera it is also impressive as compared to the price tag of the phone . It also has fast charging and charges it at a rate of 1 to 2 percent per minute or slight less than a minute. The body is scratch less and the it comes with a single speaker but it is more than enough. The touch is very smooth and feathery. There are many additional features like increase touch sensitivity while using gloves and device manager. And nonetheless it comes with a brand value of Samsung providing nice service all around the globe and easy to locate the service centers anywhere in India or in any other country. So my recommendation is to go for it because in this range the Samsung has offered everything to make it a premium flagship .",319,719
158153,2,Buy if you ONLY like the brand !,"The phone is sleek and looks sexy! However the battery life is bad..... using apps and the phone continuously for sometime drains out the battery really quick, which is a huge draw back for a new phone! Secondly iOS 13 is taking up quite a lot of space therefore 32GB IPhone is just not recommended! Camera is just good! Overall not satisfied with 6S 32GB",320,720
123684,4,Superb phone in this range,Feels good with phone feutilures at this price,321,721
162534,1,Very bad phone it is,"Very bad phone it is. I purchased it from Jaipur in January 2017 , I am not happy with its performance, Dont be brand conscious be a an intelligent buyer. It hangs a lot.sometime power button doesn't work, on the camera is good but it comes in other phones also in cheap price Vikrant singh",322,722
114421,3,Awesome phone,"Awesome phone. Feels great in hand. Body feel, battery, on-screen display is excellent.",323,723
165580,2,M30s is truly a MONSTER,"With it's 6000 mah battery m30s is an awesome purchase, in hand experience is really good and feels lightweight compared to the massive battery it has. Camera quality is really good and looks natural, ultra wide is love 😍 Gaming experience on M30s is amazing and smooth, we can play heavy games easily without any lag. Game Booster is very helpful while gaming as we can block all the notifications and popups. M30s comes with every feature a person needs on his device(big battery, good performance, great camera, awesome design) with such attractive price. #GoMonster",324,724
124763,3,Better than 2K Fire TV stick and is worth the penny,Genuine and well packed. 4K is better than 2K fire TV stick in picture and sound quality but failed to get Dolby Atmos,325,725
138582,4,IPhone 7+,It is enmeshed my daughter completely!,326,726
117384,3,Best phone wuth this price,Best phone,327,727
135224,4,EOS80D,"I have bought it EOS80D, when I tried to register it with Canon EDGE, It is astonishing to see the message "" your serial number is already registered"" etc. That means what I received is not new! or re-furbished one! what is this?",328,728
150704,2,Very bad performance.. Lagging... Hanging issue,Phone is too slow. Using more RAM than expected. When I am using amazon app iy says 1.6 GB of 4GB available Facing lagging issue. Battery performance/backup is pathetic mot even lasting for 1 complete day on normal use of internet... Hanging a lot... Would not recommend it to anyone... @amazon: I need my money back please provide the return assistance.,329,729
163601,5,Good product,Very good product..battery should be more.apart from that good performance mobile,330,730
125188,4,Good,Good,331,731
127081,4,Good,Good,332,732
169197,2,good one,"nice ,product in a++ condition",333,733
163045,4,Overall an impressive phone. Definitely value for money.,"Very good build quality, excellent performance, impressive camera, smooth software experience, nice screen. Decent battery, display brightness not great. Overall great package",334,734
114411,5,Best Android phone your money can buy,"Awesome phone. And delivery in Bangalore was really quick, it reached in lesser than a day",335,735
134463,1,Nice product,"I brought this thing about a year ago still works as new the problems faced are, this thing isnt handy as a 10000 mah power bank and it'll will get dirty as its color is white",336,736
128493,5,Good,Good mobile,337,737
118051,5,M20 IS BETTER THAN M10,"Better go for m20, Better than this with small difference in money",338,738
117080,3,Superb Experience.,Best in Market Today. Fabulous product. All that compact features are available in it.,339,739
150322,2,Good product,Phone all over good ...reason main thing bettry for me which is long lasting.. For professional purpose handy..you can enjoy everything in budget. .i satisfied i paid 9900 for this product. No need to purchase costly mobile if same feature mobile with high rates..phone life we can assume 2 years last..again i can buy better mobile with in budget.. Camera is sufficient in this cost ...,340,740
136399,2,phone reviews,"I ordered 2 phones on first sale. Phone is good, Touch, processor everyrthing is great.. Camara clearity is awsome... specially selfie camara. Must buy.. Valur for money..",341,741
119707,2,Charger burn and also burn my,Charger burn and also burn my hand,342,742
114395,2,Iphone Xr,"Awesome phone, a very good camera quality",343,743
120103,2,Nice product,Cost too high,344,744
113614,4,Awesome,Awesome,345,745
166431,4,Good,Worth for money and super product,346,746
138983,3,Do not be fooled by its high specs and low price,"It stopped working during updating on the very first day I received it before descending into being stuck at showing Repair. The little time I did use it, the battery life and display are not up to the mark. Later I found out that the HDD was shot. Then, I had a harrowing time with Amazon Customer Service for the next 10 days before getting a refund. Do not go for this product.",347,747
113510,4,Very good,Awesom,348,748
160759,1,Mi Battery bank,"This was my second purchase, highly recommend anyone who is looking for quality battery backup, built to last, power sustained for more than six months when it is fully charged.",349,749
131337,1,iPhone is always iPhone 👌🏻,Got in less then 12hrs from the time of order... via prime account .. product is genuine.... no issues identified till now ..,350,750
155020,5,"Good product, little low volume than expected",Sound quality is nice. Though the bass is not present much and the volume is a little low from JBL standards.,351,751
112243,3,Good choice for budgetted phone.,"Amazing display and avarage camera performance, i feel little bit slow in loading apps.. i used redmi note 3 earlier but comparing to six pro i feel redmi note 3 is little bit faster than six pro in app loading and performance, but other specs are awesome..",352,752
164468,2,Not value for money,"Very pathetic phone, automatically switch off anytime and doesn't start",353,753
153334,3,Redmi 5 is best Mobile phone......,Redmi 5 is It is very good phone very good battery go are very good the picture quality is very good phone,354,754
170642,2,wow,wow,355,755
145300,3,Best phone,Nice phone,356,756
151311,3,Worst phone used so far,"Please note that I am putting my pathatic review after using the phone for last 6 days. I don't know how gadget guru's make people fool with fake biased review. 1. Once purchase there is no refund if you don't like the product 2. The camera is pathetic. A bellow 10k phone is far better than 48mp triple camera pictures. In low lights not a single picture you will like to keep after taking snaps. 3. The speaker sound is not even clearly audio able in home itself, very low sound . You have to make pindrop sound silence to hear the sound. The micro phone does not picks up sound with a little distance. Please don't become a pray of marketing skills of Amazon for selling samsung mobiles.",357,757
160829,3,Spectacular Sound,"Throwing crystal clear sound, trendy design, strong built, small and handy yet powerful, reasonable priced. Buy it, u won't regret.",358,758
164268,2,Nice,Very nice product,359,759
125609,1,Good,Good,360,760
136172,4,Awesome,I love it. It's sound quality is awesome!,361,761
141703,5,Ok,Like,362,762
111107,4,Extremely satisfied,Absolutely original and new product.,363,763
123117,3,"Excellent, mind blowing","Excellent,mind blowing.........",364,764
159953,1,A must buy phone with fabulous look,This is the best mobile provided by realme at this price range. The design and look of the phone is very good. The phone works excellent and battery life is superb. The charging speed of the phone is also good. The rear camera of the phone is also fine but the portrait mode of the phone is not that ok. It sometimes blur the edge of the object and the sharpness of the picture is not that great in the portrait mode. Although front camera is very good and takes very good selfies. At last the phone is very good choice at this price range and it is value for the money product.,365,765
139823,4,The camera is just amazing and the improved display and water resistance makes the ...,It's is a masterpiece! The camera is just amazing and the improved display and water resistance makes the phone very sprcial. Would definitely recommend it if you can afford it. The better companion to this phone in a lower price segment is oneplus 3t,366,766
154680,1,All over is good..,Some improvements required... Like battery.. Capacity... And other,367,767
110084,3,defective item,#NAME?,368,768
168586,3,I am 100%Satisfied.installation will be done by panasonic company.,"i just love it.timely delivered.picture quality is guite good.50hz refresh rate on 1080p video.colors are quite good.Sound quality is best.its like theater.panel is not thin.compared to lg its panel is thick.it has ips panel,viewing angel is quite good plus brightness is good.except font size of tv ,setting or menu font are too small.Overall this tv is Value for money. one more thing PANASONIC CUSTOMER care is worst.they are not helpful and they dont sound clear.you have to make efforts to understand what are they saying.",369,769
157871,2,Pedometer is faulty.,The only reason behind purchasing this was the step counting. And to my utter disappointment it's pedometer is faulty. It counts the hand/wrist movement as steps. I am really sad that even after spending so much it did not serve my purpose. Please don't waste your money. Pacer app on mobile is far more accurate than this wasteful gadget.,370,770
159519,4,Go for it.,This is a good product. I like the mic quality very much. I can talk using this in a crowded place still the other person hear in a good quality voice.,371,771
136758,2,Night mode not good,I recently bought this camera night mode pics are really coming blurr and shaky.pickels also not clear only in night mode.pls help me to find the right mode or replace this one because I think it's a problem. After my purchase price went down to 21000 which is highly disappointing,372,772
124266,3,Must read book,Firstly The book is surely a Must read book. Secondly the service of Amazon.in is just superb. Hats off. The shipping only took less than 24 hours that too free of cost. The courier guy called up n confirmed that the book has been delivered at the office and can be collected from the nearest courier hub in my office.,373,773
127505,1,Good product,Good Product with Low cost,374,774
112737,2,exchange old fire TV stick option,"Amezon should have exchange option with old Amezon fire TV still with new 4K fire tv stick in discounted price, so old user can upgrade with the new 4K fire TV stick.",375,775
118656,4,Build quality is poor,Build quality is poor,376,776
144803,1,Nice build quality,"Nice build quality, easy to use, premium looking as well as very compact and handy. Sound quality is good enough for this price range (INR 650 on great Indian festival offer by Amazon). For a small room and quiet environment loudness(volume) is almost okay.",377,777
144575,1,Good,Nice Product,378,778
165400,1,Good one after Updates,"When I received this phone and started using it then I was facing an issue ""Samsung widget stopped working ""it was because I have disabled some apps, but still now its fine. Fingerprint sensor is also good but camera quality isn't good and battery life is also up to the mark.",379,779
170055,1,"its a good phone,","the fingerprint reader is not good sometimes, but the overall phone is ok, battery backup is great.",380,780
164593,3,Very good,Very smart,381,781
133289,4,Suggest me to buy the best kindle,"Hi, could anyone suggest me which kindle to buy either kindle 10 generation rs.6499/- or new kindle 10 gen paper weight rs.10,499/",382,782
156273,5,Works as advertised,Superb premium product. Value for money. Easy to use. Works well with any quick charge travel charger.,383,783
159045,3,Swim Tracking,"There is no user manual with the product and none is available online. I am unable to use it for tracking my swimming. No guidance available for this. Tried using it after searching internet, but failed.",384,784
162290,1,Hoping this was not some similar fraud being done by other sites.,Very Bad experience..Idea Nano Sim networks are not getting detected..Redmi store reps stated that there is issue with this set..and instructed to raise a complaint ...Not sure when the technician is coming ..Fingers crossed till then. Please be careful,385,785
134781,5,Okay,"I got a defective, writing speed sometimes at 4-5mbps and some other times 12-13mbps",386,786
135718,2,Buy it,I like it,387,787
113211,2,Best deal,Asome phone,388,788
127945,3,Good phone,Good budget phone with good performance.,389,789
161425,4,Fine,Use full,390,790
148743,2,Think and buy the book.. real life changer,One of the best book I have read... Think and buy the book,391,791
160853,3,Good phone at great price,Till now it is working great. No heating issue. Good camera. Great cleaner app of mi. Excellent sound quality.,392,792
127553,2,Good Quality Product,Good Quality product,393,793
111616,4,Excellent phone,All are working well.,394,794
147535,2,Best book in my collection,Not just to read and forget. The author has clearly mentioned to practice with whatever difficulties you have in life. One needs to understand on your subconscious mind only then you will get results. Affirmation is a powerful tool. Thank you so much Mr Joseph Murphy for this wonderful knowledge which you have shared.,395,795
147711,3,Not a good buy rather iPhone X is better,Not up to the mark,396,796
159846,4,Don't buy,This is not a good prodcut ..after one month it's get stop working ..it's lite become dull n not proper showing its function,397,797
138127,4,realme U1,Is is a good phone from realme,398,798
133619,3,Wonderful Mobile phone I ever had,"I am always Samsung lover from Guru , Galaxy Sii …… Galaxy J7 variants and this one... M30. this is the best model among the lot in the market. I was advised by my fellow members to go for other phone which comes at the same price. But I decided to stick on Samsung. So without any hesitation I go for this M30 model. And I was not disappointed. Though I don't have any fascination on Mobile camera, Still like to say that it is awesome. I feel no one can beat Samsung on this part, except iPhone. Battery lasts for almost 1 and half day with my wifi on most of the times. Screen resolution is also awesome. In single word this is a excellent phone at this price. thank you Samsung.",399,799
117704,3,Very good product,Best product,400,800
155875,4,Samsung Galaxy m 10s,Super quality phn,501,901
159942,2,Best Budget Headphone!,"This is the best budget headphone under RS 500 I have ever bought. Though the bass is not so good, its okay for a headphone in this range. The mic quality is really amaging and also the noise cancellation!",502,902
136121,1,Best Purchase I ever head with SAMSUNG,I looking for some new launched for more than three months and sudden news flashed in the smartprix website that i often surfed for the new launches and got the details about SAMSUNG GALAXY M30s. I have some doubt in early mode for the budget product of SAMSUNG but after reviewing all the specification given and will make trust on BRAND it works after all. Product is amazing after using the more than 2 days as per the mine personal experiences.,503,903
148816,2,Nice product,One of the best options.,504,904
136473,3,Awesome 😍,I personally like Apple product. But my charger is not as good as it shout be like an apple product. After a moth of using my charger stopped working. So don’t know whom to blame Amazon or Apple😒. But otherwise it’s an awesome product. I am loving it🤩,505,905
117139,2,Worth spending,Best in price and segment. Will not let you down,506,906
121217,3,EXCELLENT PRODUCT,EXCELLENT PRODUCT WITH PROMPT DELIVERY AND INSTALLATION AND NICE BEHAVIOUR OF INSTALLATION STAFF,507,907
